Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2014-)","203","Espagne","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","189","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","203","Espagne","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1436","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","63","Estonie","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","19","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","63","Estonie","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","30","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","63","Estonie","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","29","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","209","Eswatini","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","6","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","209","Eswatini","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","2","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","209","Eswatini","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","8","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","231","États-Unis d'Amérique","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","22298","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","231","États-Unis d'Amérique","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","128","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","231","États-Unis d'Amérique","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","18645","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","238","Éthiopie","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","74","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","238","Éthiopie","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","238","Éthiopie","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","75","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","185","Fédération de Russie","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","4543","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","185","Fédération de Russie","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","225","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","185","Fédération de Russie","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","4587","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","66","Fidji","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","36","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","66","Fidji","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","5","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","66","Fidji","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","22","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","67","Finlande","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","135","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","67","Finlande","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","17","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","67","Finlande","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","115","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","68","France","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1785","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","68","France","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","533","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","68","France","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1622","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","74","Gabon","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","4","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","74","Gabon","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","80","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","74","Gabon","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","82","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","75","Gambie","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","2","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","75","Gambie","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","21","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","75","Gambie","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","9","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","73","Géorgie","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","22","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","73","Géorgie","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","51","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","73","Géorgie","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","66","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","81","Ghana","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","65","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","81","Ghana","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","205","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","81","Ghana","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","270","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","84","Grèce","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","246","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","84","Grèce","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","82","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","84","Grèce","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","227","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","86","Grenade","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","86","Grenade","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","7","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","86","Grenade","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","7","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","89","Guatemala","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","227","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","89","Guatemala","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","118","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","89","Guatemala","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","337","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","90","Guinée","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","13","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","90","Guinée","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","43","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","90","Guinée","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","27","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","175","Guinée-Bissau","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","3","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","175","Guinée-Bissau","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","4","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","175","Guinée-Bissau","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","4","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","91","Guyana","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","42","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","91","Guyana","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","91","Guyana","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","33","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","93","Haïti","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","9","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","93","Haïti","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","97","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","93","Haïti","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","96","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","95","Honduras","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","206","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","95","Honduras","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","18","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","95","Honduras","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","223","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","97","Hongrie","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","524","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","97","Hongrie","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","61","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","97","Hongrie","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","269","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","25","Îles Salomon","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","25","Îles Salomon","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","5","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","25","Îles Salomon","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","3","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","100","Inde","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","3616","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","100","Inde","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","100","Inde","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","3139","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","101","Indonésie","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","2588","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","101","Indonésie","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","101","Indonésie","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","2119","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","102","Iran (République islamique d')","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","2199","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","102","Iran (République islamique d')","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","102","Iran (République islamique d')","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","2228","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","103","Iraq","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","90","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","103","Iraq","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","222","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","103","Iraq","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","311","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","104","Irlande","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","150","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","104","Irlande","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","105","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","104","Irlande","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","126","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","99","Islande","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","9","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","99","Islande","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","99","Islande","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","10","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","105","Israël","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","656","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","105","Israël","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","105","Israël","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","619","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","106","Italie","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1277","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","106","Italie","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","94","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","106","Italie","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1161","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","109","Jamaïque","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","132","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","109","Jamaïque","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","34","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","109","Jamaïque","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","154","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","110","Japon","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","2250","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","110","Japon","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1089","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","110","Japon","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","2445","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","112","Jordanie","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","194","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","112","Jordanie","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","64","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","112","Jordanie","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","247","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","108","Kazakhstan","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","183","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","108","Kazakhstan","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","195","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","108","Kazakhstan","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","342","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","114","Kenya","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","30","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","114","Kenya","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","114","Kenya","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","31","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","113","Kirghizistan","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","8","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","113","Kirghizistan","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","29","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","113","Kirghizistan","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","37","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","83","Kiribati","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","83","Kiribati","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","2","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","83","Kiribati","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","2","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","118","Koweït","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","61","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","118","Koweït","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","147","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","118","Koweït","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","200","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","122","Lesotho","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","2","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","122","Lesotho","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","17","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","122","Lesotho","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","17","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","119","Lettonie","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","34","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","119","Lettonie","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","47","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","119","Lettonie","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","41","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","121","Liban","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","126","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","121","Liban","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","10","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","121","Liban","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","122","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","123","Libéria","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","15","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","123","Libéria","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","39","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","123","Libéria","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","71","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","126","Lituanie","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","134","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","126","Lituanie","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","45","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","126","Lituanie","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","83","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","256","Luxembourg","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","256","Luxembourg","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","12","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","256","Luxembourg","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","11","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","154","Macédoine du Nord","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","154","Macédoine du Nord","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","40","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","154","Macédoine du Nord","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","41","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","129","Madagascar","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","84","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","129","Madagascar","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","129","Madagascar","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","80","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","131","Malaisie","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1654","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","131","Malaisie","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","72","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","131","Malaisie","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1539","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","130","Malawi","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","191","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","130","Malawi","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","130","Malawi","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","61","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","132","Maldives","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","13","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","132","Maldives","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","12","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","133","Mali","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","51","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","133","Mali","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","133","Mali","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","47","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","134","Malte","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","4","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","134","Malte","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","9","Im","Données de la FAO basées sur une méthodologie d'imputation"
