Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"MK","Indicateurs macro","127","Îles Marshall","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","3578.31515","X","Sources internationales sûres",""
"MK","Indicateurs macro","127","Îles Marshall","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","3788.162806","X","Sources internationales sûres",""
"MK","Indicateurs macro","25","Îles Salomon","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","1911.431453","X","Sources internationales sûres",""
"MK","Indicateurs macro","25","Îles Salomon","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","2000.523017","X","Sources internationales sûres",""
"MK","Indicateurs macro","224","Îles Turques-et-Caïques","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","27546.005658","X","Sources internationales sûres",""
"MK","Indicateurs macro","224","Îles Turques-et-Caïques","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","29554.75906","X","Sources internationales sûres",""
"MK","Indicateurs macro","239","Îles Vierges britanniques","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","40819.893836","X","Sources internationales sûres",""
"MK","Indicateurs macro","239","Îles Vierges britanniques","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","41898.033723","X","Sources internationales sûres",""
"MK","Indicateurs macro","100","Inde","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","1961.338029","X","Sources internationales sûres",""
"MK","Indicateurs macro","100","Inde","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","2050.549716","X","Sources internationales sûres",""
"MK","Indicateurs macro","101","Indonésie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","3837.578117","X","Sources internationales sûres",""
"MK","Indicateurs macro","101","Indonésie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","3893.743031","X","Sources internationales sûres",""
"MK","Indicateurs macro","102","Iran (République islamique d')","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","5714.068676","X","Sources internationales sûres",""
"MK","Indicateurs macro","102","Iran (République islamique d')","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","5647.179072","X","Sources internationales sûres",""
"MK","Indicateurs macro","103","Iraq","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","5076.691876","X","Sources internationales sûres",""
"MK","Indicateurs macro","103","Iraq","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","5606.799306","X","Sources internationales sûres",""
"MK","Indicateurs macro","104","Irlande","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","71391.006104","X","Sources internationales sûres",""
"MK","Indicateurs macro","104","Irlande","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","80137.062604","X","Sources internationales sûres",""
"MK","Indicateurs macro","99","Islande","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","73231.725965","X","Sources internationales sûres",""
"MK","Indicateurs macro","99","Islande","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","76437.780317","X","Sources internationales sûres",""
"MK","Indicateurs macro","105","Israël","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","42850.548478","X","Sources internationales sûres",""
"MK","Indicateurs macro","105","Israël","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","44214.910351","X","Sources internationales sûres",""
"MK","Indicateurs macro","106","Italie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","32333.550863","X","Sources internationales sûres",""
"MK","Indicateurs macro","106","Italie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","34498.406915","X","Sources internationales sûres",""
"MK","Indicateurs macro","109","Jamaïque","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","5070.097753","X","Sources internationales sûres",""
"MK","Indicateurs macro","109","Jamaïque","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","5360.003954","X","Sources internationales sûres",""
"MK","Indicateurs macro","110","Japon","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","38170.669761","X","Sources internationales sûres",""
"MK","Indicateurs macro","110","Japon","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","38952.210981","X","Sources internationales sûres",""
"MK","Indicateurs macro","112","Jordanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","4231.464852","X","Sources internationales sûres",""
"MK","Indicateurs macro","112","Jordanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","4308.18107","X","Sources internationales sûres",""
"MK","Indicateurs macro","108","Kazakhstan","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","9225.974208","X","Sources internationales sûres",""
"MK","Indicateurs macro","108","Kazakhstan","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","9789.504209","X","Sources internationales sûres",""
"MK","Indicateurs macro","114","Kenya","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","1572.345619","X","Sources internationales sûres",""
"MK","Indicateurs macro","114","Kenya","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","1708.002041","X","Sources internationales sûres",""
"MK","Indicateurs macro","113","Kirghizistan","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","1244.470221","X","Sources internationales sûres",""
"MK","Indicateurs macro","113","Kirghizistan","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","1312.034714","X","Sources internationales sûres",""
"MK","Indicateurs macro","83","Kiribati","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","1640.552063","X","Sources internationales sûres",""
"MK","Indicateurs macro","83","Kiribati","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","1698.242583","X","Sources internationales sûres",""
"MK","Indicateurs macro","118","Koweït","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","29754.608017","X","Sources internationales sûres",""
"MK","Indicateurs macro","118","Koweït","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","33999.242958","X","Sources internationales sûres",""
"MK","Indicateurs macro","122","Lesotho","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","1149.151207","X","Sources internationales sûres",""
"MK","Indicateurs macro","122","Lesotho","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","1221.123238","X","Sources internationales sûres",""
"MK","Indicateurs macro","119","Lettonie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","15611.095187","X","Sources internationales sûres",""
"MK","Indicateurs macro","119","Lettonie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","17846.380379","X","Sources internationales sûres",""
"MK","Indicateurs macro","121","Liban","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","7792.598861","X","Sources internationales sûres",""
"MK","Indicateurs macro","121","Liban","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","8012.539237","X","Sources internationales sûres",""
"MK","Indicateurs macro","123","Libéria","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","587.594046","X","Sources internationales sûres",""
"MK","Indicateurs macro","123","Libéria","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","569.614477","X","Sources internationales sûres",""
"MK","Indicateurs macro","124","Libye","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","3769.311139","X","Sources internationales sûres",""
"MK","Indicateurs macro","124","Libye","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","5201.197893","X","Sources internationales sûres",""
"MK","Indicateurs macro","125","Liechtenstein","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","171278.066389","X","Sources internationales sûres",""
"MK","Indicateurs macro","125","Liechtenstein","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","180407.852034","X","Sources internationales sûres",""
"MK","Indicateurs macro","126","Lituanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","16784.459812","X","Sources internationales sûres",""
"MK","Indicateurs macro","126","Lituanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","19178.086425","X","Sources internationales sûres",""
"MK","Indicateurs macro","256","Luxembourg","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","108431.931751","X","Sources internationales sûres",""
"MK","Indicateurs macro","256","Luxembourg","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","117369.540527","X","Sources internationales sûres",""
"MK","Indicateurs macro","154","Macédoine du Nord","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","5430.875559","X","Sources internationales sûres",""
"MK","Indicateurs macro","154","Macédoine du Nord","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","6062.944545","X","Sources internationales sûres",""
"MK","Indicateurs macro","129","Madagascar","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","515.293303","X","Sources internationales sûres",""
"MK","Indicateurs macro","129","Madagascar","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","523.945979","X","Sources internationales sûres",""
"MK","Indicateurs macro","131","Malaisie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","10259.211512","X","Sources internationales sûres",""
"MK","Indicateurs macro","131","Malaisie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","11377.568227","X","Sources internationales sûres",""
"MK","Indicateurs macro","130","Malawi","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","359.232443","X","Sources internationales sûres",""
"MK","Indicateurs macro","130","Malawi","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","395.763936","X","Sources internationales sûres",""
"MK","Indicateurs macro","132","Maldives","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","9577.354296","X","Sources internationales sûres",""
"MK","Indicateurs macro","132","Maldives","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","10279.207475","X","Sources internationales sûres",""
"MK","Indicateurs macro","133","Mali","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","830.0214","X","Sources internationales sûres",""
"MK","Indicateurs macro","133","Mali","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","894.805125","X","Sources internationales sûres",""
"MK","Indicateurs macro","134","Malte","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","29205.178362","X","Sources internationales sûres",""
"MK","Indicateurs macro","134","Malte","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","33345.951704","X","Sources internationales sûres",""
"MK","Indicateurs macro","143","Maroc","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","3082.599304","X","Sources internationales sûres",""
"MK","Indicateurs macro","143","Maroc","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","3277.800997","X","Sources internationales sûres",""
"MK","Indicateurs macro","137","Maurice","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","10485.851087","X","Sources internationales sûres",""
"MK","Indicateurs macro","137","Maurice","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","11191.564625","X","Sources internationales sûres",""
"MK","Indicateurs macro","136","Mauritanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","1578.114913","X","Sources internationales sûres",""
"MK","Indicateurs macro","136","Mauritanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","1600.87865","X","Sources internationales sûres",""
"MK","Indicateurs macro","138","Mexique","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","9278.409912","X","Sources internationales sûres",""
"MK","Indicateurs macro","138","Mexique","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","9673.422736","X","Sources internationales sûres",""
"MK","Indicateurs macro","145","Micronésie (États fédérés de)","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","3289.999013","X","Sources internationales sûres",""
"MK","Indicateurs macro","145","Micronésie (États fédérés de)","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","3568.004261","X","Sources internationales sûres",""
"MK","Indicateurs macro","140","Monaco","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","167516.046763","X","Sources internationales sûres",""
"MK","Indicateurs macro","140","Monaco","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","185984.612437","X","Sources internationales sûres",""
"MK","Indicateurs macro","141","Mongolie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","3669.409235","X","Sources internationales sûres",""
"MK","Indicateurs macro","141","Mongolie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","4134.97684","X","Sources internationales sûres",""
"MK","Indicateurs macro","273","Monténégro","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","7738.844301","X","Sources internationales sûres",""
"MK","Indicateurs macro","273","Monténégro","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","8771.63114","X","Sources internationales sûres",""
"MK","Indicateurs macro","142","Montserrat","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","11971.64259","X","Sources internationales sûres",""
"MK","Indicateurs macro","142","Montserrat","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","12435.928819","X","Sources internationales sûres",""
"MK","Indicateurs macro","144","Mozambique","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","461.414754","X","Sources internationales sûres",""
"MK","Indicateurs macro","144","Mozambique","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","503.302094","X","Sources internationales sûres",""
"MK","Indicateurs macro","28","Myanmar","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","1274.989612","X","Sources internationales sûres",""
"MK","Indicateurs macro","28","Myanmar","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","1370.685748","X","Sources internationales sûres",""
"MK","Indicateurs macro","147","Namibie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","5300.095958","X","Sources internationales sûres",""
"MK","Indicateurs macro","147","Namibie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","5495.308372","X","Sources internationales sûres",""
"MK","Indicateurs macro","148","Nauru","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","12176.618389","X","Sources internationales sûres",""
"MK","Indicateurs macro","148","Nauru","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","12952.541727","X","Sources internationales sûres",""
"MK","Indicateurs macro","149","Népal","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","926.088988","X","Sources internationales sûres",""
"MK","Indicateurs macro","149","Népal","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","995.096981","X","Sources internationales sûres",""
"MK","Indicateurs macro","157","Nicaragua","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","2159.158239","X","Sources internationales sûres",""
"MK","Indicateurs macro","157","Nicaragua","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","2020.550002","X","Sources internationales sûres",""
"MK","Indicateurs macro","158","Niger","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","517.075144","X","Sources internationales sûres",""
"MK","Indicateurs macro","158","Niger","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","571.273752","X","Sources internationales sûres",""
"MK","Indicateurs macro","159","Nigéria","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","1968.687237","X","Sources internationales sûres",""
"MK","Indicateurs macro","159","Nigéria","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","2153.526494","X","Sources internationales sûres",""
"MK","Indicateurs macro","162","Norvège","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","75220.814442","X","Sources internationales sûres",""
"MK","Indicateurs macro","162","Norvège","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","81335.651215","X","Sources internationales sûres",""
"MK","Indicateurs macro","153","Nouvelle-Calédonie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","34128.634001","X","Sources internationales sûres",""
"MK","Indicateurs macro","153","Nouvelle-Calédonie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","36334.842513","X","Sources internationales sûres",""
"MK","Indicateurs macro","156","Nouvelle-Zélande","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","43686.597089","X","Sources internationales sûres",""
"MK","Indicateurs macro","156","Nouvelle-Zélande","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","43836.152525","X","Sources internationales sûres",""
"MK","Indicateurs macro","221","Oman","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","15130.543438","X","Sources internationales sûres",""
"MK","Indicateurs macro","221","Oman","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","16521.216491","X","Sources internationales sûres",""
"MK","Indicateurs macro","226","Ouganda","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","658.668824","X","Sources internationales sûres",""
"MK","Indicateurs macro","226","Ouganda","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","694.796847","X","Sources internationales sûres",""
"MK","Indicateurs macro","235","Ouzbékistan","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","1851.074677","X","Sources internationales sûres",""
"MK","Indicateurs macro","235","Ouzbékistan","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","1551.676137","X","Sources internationales sûres",""
"MK","Indicateurs macro","165","Pakistan","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","1455.991742","X","Sources internationales sûres",""
"MK","Indicateurs macro","165","Pakistan","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","1338.976141","X","Sources internationales sûres",""
"MK","Indicateurs macro","180","Palaos","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","16148.026898","X","Sources internationales sûres",""
"MK","Indicateurs macro","180","Palaos","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","15934.060367","X","Sources internationales sûres",""
"MK","Indicateurs macro","299","Palestine","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","3397.351759","X","Sources internationales sûres",""
"MK","Indicateurs macro","299","Palestine","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","3347.043037","X","Sources internationales sûres",""
"MK","Indicateurs macro","166","Panama","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","15146.390071","X","Sources internationales sûres",""
"MK","Indicateurs macro","166","Panama","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","15544.723394","X","Sources internationales sûres",""
"MK","Indicateurs macro","168","Papouasie-Nouvelle-Guinée","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","2695.259466","X","Sources internationales sûres",""
"MK","Indicateurs macro","168","Papouasie-Nouvelle-Guinée","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","2813.728172","X","Sources internationales sûres",""
"MK","Indicateurs macro","169","Paraguay","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","5680.581644","X","Sources internationales sûres",""
"MK","Indicateurs macro","169","Paraguay","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","5805.679834","X","Sources internationales sûres",""
"MK","Indicateurs macro","150","Pays-Bas","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","48989.638816","X","Sources internationales sûres",""
"MK","Indicateurs macro","150","Pays-Bas","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","53579.543563","X","Sources internationales sûres",""
"MK","Indicateurs macro","170","Pérou","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","6710.531503","X","Sources internationales sûres",""
"MK","Indicateurs macro","170","Pérou","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","6941.229281","X","Sources internationales sûres",""
"MK","Indicateurs macro","171","Philippines","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","2981.942592","X","Sources internationales sûres",""
"MK","Indicateurs macro","171","Philippines","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","3102.726959","X","Sources internationales sûres",""
"MK","Indicateurs macro","173","Pologne","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","13872.466907","X","Sources internationales sûres",""
"MK","Indicateurs macro","173","Pologne","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","15490.094258","X","Sources internationales sûres",""
"MK","Indicateurs macro","70","Polynésie française","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","20852.099951","X","Sources internationales sûres",""
"MK","Indicateurs macro","70","Polynésie française","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","22238.267569","X","Sources internationales sûres",""
"MK","Indicateurs macro","177","Porto Rico","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","32697.981804","X","Sources internationales sûres",""
"MK","Indicateurs macro","177","Porto Rico","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","33221.16097","X","Sources internationales sûres",""
"MK","Indicateurs macro","174","Portugal","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","21515.021025","X","Sources internationales sûres",""
"MK","Indicateurs macro","174","Portugal","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","23626.029325","X","Sources internationales sûres",""
"MK","Indicateurs macro","179","Qatar","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","61264.350017","X","Sources internationales sûres",""
"MK","Indicateurs macro","179","Qatar","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","68793.660782","X","Sources internationales sûres",""
"MK","Indicateurs macro","212","République arabe syrienne","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","780.399479","X","Sources internationales sûres",""
"MK","Indicateurs macro","212","République arabe syrienne","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","965.548498","X","Sources internationales sûres",""
"MK","Indicateurs macro","37","République centrafricaine","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","450.900697","X","Sources internationales sûres",""
"MK","Indicateurs macro","37","République centrafricaine","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","475.954444","X","Sources internationales sûres",""
"MK","Indicateurs macro","117","République de Corée","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","31781.12332","X","Sources internationales sûres",""
"MK","Indicateurs macro","117","République de Corée","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","33705.256943","X","Sources internationales sûres",""
"MK","Indicateurs macro","146","République de Moldova","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","2381.895178","X","Sources internationales sûres",""
"MK","Indicateurs macro","146","République de Moldova","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","2827.641046","X","Sources internationales sûres",""
"MK","Indicateurs macro","250","République démocratique du Congo","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","462.445161","X","Sources internationales sûres",""
"MK","Indicateurs macro","250","République démocratique du Congo","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","560.807354","X","Sources internationales sûres",""
"MK","Indicateurs macro","120","République démocratique populaire lao","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","2455.211675","X","Sources internationales sûres",""
"MK","Indicateurs macro","120","République démocratique populaire lao","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","2569.092464","X","Sources internationales sûres",""
"MK","Indicateurs macro","56","République dominicaine","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","7609.365034","X","Sources internationales sûres",""
"MK","Indicateurs macro","56","République dominicaine","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","8050.649783","X","Sources internationales sûres",""
"MK","Indicateurs macro","116","République populaire démocratique de Corée","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","686.340258","X","Sources internationales sûres",""
"MK","Indicateurs macro","116","République populaire démocratique de Corée","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","687.943178","X","Sources internationales sûres",""
"MK","Indicateurs macro","215","République-Unie de Tanzanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","1001.160919","X","Sources internationales sûres",""
"MK","Indicateurs macro","215","République-Unie de Tanzanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","1041.035526","X","Sources internationales sûres",""
"MK","Indicateurs macro","183","Roumanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","10771.150494","X","Sources internationales sûres",""
"MK","Indicateurs macro","183","Roumanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","12387.189567","X","Sources internationales sûres",""
"MK","Indicateurs macro","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","39900.874075","X","Sources internationales sûres",""
"MK","Indicateurs macro","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","42556.521592","X","Sources internationales sûres",""
"MK","Indicateurs macro","184","Rwanda","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","772.29317","X","Sources internationales sûres",""
"MK","Indicateurs macro","184","Rwanda","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","783.336747","X","Sources internationales sûres",""
"MK","Indicateurs macro","189","Sainte-Lucie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","11047.497645","X","Sources internationales sûres",""
"MK","Indicateurs macro","189","Sainte-Lucie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","11357.883512","X","Sources internationales sûres",""
"MK","Indicateurs macro","188","Saint-Kitts-et-Nevis","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","19155.431731","X","Sources internationales sûres",""
